# ENTITIES
entity_name,source_id,graph_data
About phone,Software info,chunk-34426e6693364728fe244fbfe87a0629,"{'weight': 8.0, 'description': 'Access build number and USB Debugging settings under About phone > Software info.', 'keywords': 'debugging tools,feature navigation', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
About phone,software info,chunk-34426e6693364728fe244fbfe87a0629,"{'weight': 6.0, 'description': ""The section About phone provides information on the device's system within Software info"", 'keywords': 'information hierarchy,system details', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Active Noise Cancellation,problem,chunk-1e7514c9c486c31232321ac43b9689ae,"{'weight': 9.0, 'description': 'The Active Noise Cancellation feature is not working as intended, requiring troubleshooting steps.""(', 'keywords': '"",""feature malfunction"")', 'source_id': 'chunk-1e7514c9c486c31232321ac43b9689ae', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Activity Score,Watch Pro,chunk-c923c17927fa4e291cc287467061e0cf,"{'weight': 8.0, 'description': 'The Activity Score feature is integrated into the Watch Pro to provide users with insights on their physical condition and daily activities.', 'keywords': 'health monitoring,wearable technology', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Adaptor,Charging Case,chunk-e598990cce04e756caad38b82dbe3eca,"{'weight': 8.0, 'description': 'The Adaptor provides power to the Charging Case for charging earbuds.""(""<""electronic supply, charging pathway', 'keywords': '8', 'source_id': 'chunk-e598990cce04e756caad38b82dbe3eca', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Adaptor,Earbuds,chunk-e598990cce04e756caad38b82dbe3eca,"{'weight': 9.0, 'description': 'An Adaptor powers the charging process of Earbuds through the Charging Case.""(""<""power source, charging medium', 'keywords': '9', 'source_id': 'chunk-e598990cce04e756caad38b82dbe3eca', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Advanced features,Neckband Pro,chunk-c8e8ce97e9623a3206989beb9bb64519,"{'weight': 9.0, 'description': 'Offers.', 'keywords': 'competitive edge,enhanced user experience', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Advanced sound processing,Buds,chunk-c8e8ce97e9623a3206989beb9bb64519,"{'weight': 9.0, 'description': 'Leverages.', 'keywords': 'audio quality,personalization', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Aesthetic Design,Charging Case,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'weight': 8.0, 'description': 'Contributes to the sleek appearance of the charging case', 'keywords': 'product design,user appeal', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Alarm,Settings,chunk-34426e6693364728fe244fbfe87a0629,"{'weight': 8.0, 'description': 'The Alarm functionality is accessible through Settings', 'keywords': 'dependency,feature navigation', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Alarm,Snooze length,chunk-34426e6693364728fe244fbfe87a0629,"{'weight': 6.0, 'description': 'Users can adjust Snooze length in Alarm settings for flexibility with repeated alarms.', 'keywords': 'customization,feature interdependence', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Alarms,functionality,chunk-128e66067604ae44825d98ba3ed45122,"{'weight': 6.0, 'description': 'Serves as reminders on the Watch Pro 2 for scheduling events or personal tasks.', 'keywords': 'alarm functionality,reminder system', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Algorithm Conditions,Default State,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'weight': 8.0, 'description': 'The default noise cancellation state is when ANC ON after wearing', 'keywords': 'automatic transition,state requirement', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Algorithm Conditions,Noise Level,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'weight': 7.0, 'description': 'Earphones require ambient noise level >65dB for noticeable improvement', 'keywords': 'noise requirement,sensitivity threshold', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Algorithm Conditions,Swallowing Movement,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'weight': 6.0, 'description': 'Avoid swallowing movements during detection process', 'keywords': 'usage instruction,user guidance', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Ambient Light Automatic Brightness Adjustment,Watch Pro 2,chunk-2666978485c7758b69e3c834ba80fefe,"{'weight': 8.0, 'description': 'The Watch Pro 2 has a feature that automatically adjusts screen brightness based on ambient light conditions.', 'keywords': 'smartwatch functionality,user experience optimization', 'source_id': 'chunk-2666978485c7758b69e3c834ba80fefe', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android,Find My Device,chunk-5d866982ab2e7ced6661f8a940789dee,"{'weight': 7.0, 'description': 'Find My Device is integrated into the Android platform allowing easy access for its users.', 'keywords': 'integration,user convenience', 'source_id': 'chunk-5d866982ab2e7ced6661f8a940789dee', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android,SIM card,chunk-ff9ab0e6b0a19cc3df9b2e42e60f607f,"{'weight': 7.0, 'description': 'For devices running Android, a SIM card is required during setup', 'keywords': 'connection enabling,platform requirement', 'source_id': 'chunk-ff9ab0e6b0a19cc3df9b2e42e60f607f', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android,organization,chunk-93607977c7e870361284500bad913d36,"{'weight': 8.0, 'description': 'This denotes the compatibility of Android devices with Nothing technology products such as the Nothing X app for downloading purposes.', 'keywords': 'device-compatibility,software-integration', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android Auto platform,Nothing products,chunk-63b51e206cee412c86265f35f8120e9d,"{'weight': 8.0, 'description': ""The Android Auto platform integrates well with Nothing's smartphones, allowing seamless connection and use of smartphone features in-car systems."", 'keywords': 'convenience,smartphone integration', 'source_id': 'chunk-63b51e206cee412c86265f35f8120e9d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android Device,Ear (open),chunk-762fda66ccc0b9dd4cae96c4b09a2422,"{'weight': 7.0, 'description': 'Ear (open) device tries to establish a Bluetooth connection with the Android device via the app during call sessions.', 'keywords': 'communication,hardware compatibility', 'source_id': 'chunk-762fda66ccc0b9dd4cae96c4b09a2422', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android Phone,CMF Watch App,chunk-762fda66ccc0b9dd4cae96c4b09a2422,"{'weight': 8.0, 'description': ""This relationship involves the software application's interaction with an Android-powered device, specifically related to issues concerning memory management and watch disconnection."", 'keywords': 'app-device compatibility,resource allocation', 'source_id': 'chunk-762fda66ccc0b9dd4cae96c4b09a2422', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android device,Nothing X app,chunk-93607977c7e870361284500bad913d36,"{'weight': 6.0, 'description': 'Users of Android devices can download and access the Nothing X app from Google Play for managing accessories such as the Neckband Pro.', 'keywords': 'application distribution,device compatibility', 'source_id': 'chunk-93607977c7e870361284500bad913d36', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android devices,Ear (open),chunk-e2ea28975423f6227a8330d76c202878,"{'weight': 7.0, 'description': ""Ear (open)'s earbuds can be used on Android devices through the Nothing X app with some compatibility issues due to Bluetooth protocol versions."", 'keywords': 'device software compatibility', 'source_id': 'chunk-e2ea28975423f6227a8330d76c202878', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Android phone,Step 2,chunk-6165e1e8378c1118b98626013d6262b7,"{'weight': 8.0, 'description': ""Preparing an Android phone for the data transfer process includes ensuring it's on the latest software and having its charging cable available, alongside setting up WiFi or a mobile network connection."", 'keywords': 'connectivity,preparation', 'source_id': 'chunk-6165e1e8378c1118b98626013d6262b7', 'file_path': 'unknown_source', 'created_at': 1749262945}"
App Pinning Function,Organization,chunk-43c5f3a3b39a02f332e40eef921a1f87,"{'weight': 5.0, 'description': 'The app pinning function is an added feature on Nothing Phone which allows users to secure a particular application that needs protection', 'keywords': 'security management,user convenience', 'source_id': 'chunk-43c5f3a3b39a02f332e40eef921a1f87', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Apple,organization,chunk-abefe8b5c23aeae06eaa603651797d38,"{'weight': 7.0, 'description': 'Apple manufactures and markets the iPhone which competes with the Nothing Phone in the smartphone market.', 'keywords': 'smartphone competition,tech giants""', 'source_id': 'chunk-abefe8b5c23aeae06eaa603651797d38', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Apple Device,FaceTime,chunk-ff9ab0e6b0a19cc3df9b2e42e60f607f,"{'weight': 7.0, 'description': 'Like iMessage, FaceTime also needs to be disabled for a smooth setup process', 'keywords': 'communication service adjustment,compatibility', 'source_id': 'chunk-ff9ab0e6b0a19cc3df9b2e42e60f607f', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Apple Device,iMessage,chunk-ff9ab0e6b0a19cc3df9b2e42e60f607f,"{'weight': 8.0, 'description': ""To ensure compatibility with Apple's Nothing Phone, iMessage must be turned off on the device."", 'keywords': 'communication service,device feature management', 'source_id': 'chunk-ff9ab0e6b0a19cc3df9b2e42e60f607f', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Apple's iOS,Nothing Phone,chunk-72fc3cd998dfb0b37a7905d75bf2fea8,"{'weight': 10.0, 'description': ""The Nothing Phone operates on Apple's iOS, inheriting its features and limitations. The OS ensures unified user experience across the device."", 'keywords': 'hardware-software integration,user experience', 'source_id': 'chunk-72fc3cd998dfb0b37a7905d75bf2fea8', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Apps,Uninstall an app,chunk-36249177cb5d5f7c720a6f64a0edc813,"{'weight': 8.0, 'description': 'To uninstall apps, one must navigate through the Apps menu.', 'keywords': 'app management,application removal', 'source_id': 'chunk-36249177cb5d5f7c720a6f64a0edc813', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Apps > App locker,security feature in settings,chunk-34426e6693364728fe244fbfe87a0629,"{'weight': 8.0, 'description': 'App Locker function falls under security features found within Settings', 'keywords': 'function alignment,security context', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Apps > App locker,settings,chunk-34426e6693364728fe244fbfe87a0629,"{'weight': 8.0, 'description': 'Navigate to Apps > App locker in settings for locking specific apps.', 'keywords': 'app security,feature access', 'source_id': 'chunk-34426e6693364728fe244fbfe87a0629', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Audio tests,Buds,chunk-c8e8ce97e9623a3206989beb9bb64519,"{'weight': 8.0, 'description': 'Standard practice in.', 'keywords': 'performance verification,product development', 'source_id': 'chunk-c8e8ce97e9623a3206989beb9bb64519', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Automatic Detection,Smart ANC Algorithm,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'weight': 9.0, 'description': 'The algorithm detects the current wearing status and external noise leakage automatically.', 'keywords': 'automatic operation,feature', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Automatic Functionality,Charging Case,chunk-242b40fbdd789fce17cd5d53222cb91d,"{'weight': 7.0, 'description': 'Cannot turn earbuds on or off automatically when battery is below 1%', 'keywords': 'power constraints,usage limitation', 'source_id': 'chunk-242b40fbdd789fce17cd5d53222cb91d', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery,Ear (a),chunk-6e908dc520371478d52528beaf43780b,"{'weight': 9.0, 'description': ""Ear (a)'s battery life details are associated with its audio playback duration under continuous music playback conditions."", 'keywords': 'performance attribute,product specification', 'source_id': 'chunk-6e908dc520371478d52528beaf43780b', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery,Temperature,chunk-f522fc3ced3c136bbb28b287f215d20c,"{'weight': 6.0, 'description': 'Battery performance may degrade in low temperatures and heat might cause overheating issues on electronic devices like smartphones.', 'keywords': 'battery degradation,temperature sensitivity', 'source_id': 'chunk-f522fc3ced3c136bbb28b287f215d20c', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Capacity,Fast Charging,chunk-2f8202293fdace1a3a66be97a3995370,"{'weight': 8.0, 'description': '10-minute fast charging provides up to 18 hours of continuous music playback with ANC turned off. This suggests a relatively high-capacity battery.', 'keywords': 'charging speed,usage time', 'source_id': 'chunk-2f8202293fdace1a3a66be97a3995370', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Capacity 5000mAh,Nothing Phone,chunk-1d9ff89b42c8123f60ebe4521bfb0cbd,"{'weight': 9.0, 'description': 'The phone is equipped with a battery capacity of 5000mAh for power storage.', 'keywords': 'battery performance,device capability', 'source_id': 'chunk-1d9ff89b42c8123f60ebe4521bfb0cbd', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Level Display,Nothing X App,chunk-26891fa7fbcc5e292dab7ce65ee89518,"{'weight': 7.0, 'description': 'The Nothing X App shows real-time battery level of the charging case and earbuds.', 'keywords': 'battery monitoring,user interface', 'source_id': 'chunk-26891fa7fbcc5e292dab7ce65ee89518', 'file_path': 'unknown_source', 'created_at': 1749262945}"
Battery Life,Buds,chunk-8464f2a22c355940190a72202a4bd5a3,"{'weight': 8.0, 'description': 'Earbud\'s battery performance varies depending on the mode it\'s used in such as music mode with or without ANC, call mode with or without ANC, and charging case inclusion."" ', 'keywords': 'battery endurance,product characteristic relationship', 'source_id': 'chunk-8464f2a22c355940190a72202a4bd5a3', 'file_path': 'unknown_source', 'created_at': 1749262945}"
